frame,gt_visible,tm_iou,tm_ce,tm_score,tm_lost,lk_iou,lk_ce,lk_points,dense_roi_mag,tm_smoothed_ce,fps_tm,fps_lk,fps_fb
22,True,1.0,0.0,0.9498620530590414,False,0.8429617575264443,4.031128874149275,41,0.8900355100631714,0.7071067811865476,13.050331941872741,13.105672902215888,12.82404982946704
23,True,1.0,0.0,0.9430747300386428,False,0.8429617575264443,4.031128874149275,41,1.0181597471237183,1.5811388300841898,13.050725242252831,13.103886498897737,12.836237626598791
24,True,1.0,0.0,0.9368750892579556,False,0.8429617575264443,4.031128874149275,41,1.1783479452133179,0.7071067811865476,13.0508297010308,13.101874468918357,12.838862380505102
25,True,1.0,0.0,0.9340129014104604,False,0.8429617575264443,4.031128874149275,41,1.399092197418213,1.5811388300841898,13.048379631660211,13.09547098384488,12.840087369088867
26,True,1.0,0.0,0.9318054761737584,False,0.8429617575264443,4.031128874149275,41,1.1337648630142212,1.5811388300841898,13.04790647813942,13.094972380624649,12.859729815782337
27,True,1.0,0.0,0.9121678851544857,False,0.8429617575264443,4.031128874149275,41,1.3051602840423584,2.1213203435596424,13.049311050752781,13.092717999869436,12.855366312853745
28,True,0.841879157427938,0.7071067811865476,0.8820172749459743,False,0.727549889135255,4.6097722286464435,41,1.0443860292434692,1.4142135623730951,13.047661264080476,13.091275903694026,12.866861600784816
29,True,1.0,0.0,0.8509066029417546,False,0.727549889135255,4.6097722286464435,41,1.0040943622589111,1.0,13.055231888095905,13.097114824156517,12.884677746708235
30,True,1.0,0.0,0.8560501746833324,False,0.727549889135255,4.6097722286464435,41,1.1355924606323242,1.4142135623730951,13.04830306381203,13.089071149237293,12.885587792187064
31,True,1.0,0.0,0.8471898496150969,False,0.727549889135255,4.6097722286464435,41,1.0169895887374878,0.7071067811865476,12.877379659278501,12.887656918243072,12.891218027751696
32,True,1.0,0.0,0.8275475030731289,False,0.727549889135255,5.5901699437494745,41,1.0974711179733276,0.7071067811865476,12.919722302470989,12.9202311924598,12.907247410506626
33,True,1.0,0.0,0.8354601085186004,False,0.727549889135255,5.5901699437494745,41,1.1711477041244507,0.7071067811865476,12.896372701728604,12.894827762857503,12.887396248124892
34,True,1.0,0.0,0.8320539833983114,False,0.727549889135255,5.5,41,1.2563930749893188,2.1213203435596424,12.880079290182621,12.879741285042495,12.878957280988901
35,True,1.0,0.0,0.8876666612923144,False,0.727549889135255,6.5,41,1.621947169303894,1.5811388300841898,12.880195186476708,12.876786396629257,12.8766954274852
36,True,1.0,0.0,0.9027002997696398,False,0.727549889135255,6.5,41,1.0874364376068115,1.5811388300841898,12.867487855988214,12.866978051656535,12.853310045988529
37,True,1.0,0.0,0.9036464188247919,False,0.727549889135255,6.5,41,1.188490390777588,1.5811388300841898,12.83364559974253,12.833723142127772,12.822343473069509
38,True,1.0,0.0,0.901052804718427,False,0.7109525116662092,7.566372975210778,41,1.2622829675674438,1.5811388300841898,12.813793792737636,12.814307601586046,12.81167833062079
39,True,1.0,0.0,0.9202341683208941,False,0.7109525116662092,7.566372975210778,41,1.1691510677337646,1.5811388300841898,12.80314445227381,12.80282686417472,12.799952213515427
40,True,1.0,0.0,0.9145248711109162,False,0.727549889135255,6.576473218982953,41,1.195220947265625,1.5811388300841898,12.797141859717268,12.7977198462951,12.797067706521663
41,True,1.0,0.0,0.906400792300701,False,0.727549889135255,6.576473218982953,41,1.1418309211730957,1.5811388300841898,12.783579976273488,12.783327361309144,12.779664087915984
42,True,1.0,0.0,0.9022815439850091,False,0.7109525116662092,7.566372975210778,41,1.1314979791641235,0.7071067811865476,12.759686419289123,12.758198697571839,12.759897624831728
43,True,1.0,0.0,0.9025962721556424,False,0.7109525116662092,7.566372975210778,41,1.2778292894363403,1.5811388300841898,12.744384636465291,12.744990126642255,12.742072383331118
44,True,1.0,0.0,0.9000251818448305,False,0.7109525116662092,7.566372975210778,41,1.3920388221740723,1.5811388300841898,12.725304609304333,12.723016367836461,12.712320698288607
45,True,1.0,0.0,0.8964993745088576,False,0.7109525116662092,7.566372975210778,41,1.3142832517623901,1.5811388300841898,12.696892430289793,12.696344782259414,12.695142859502
46,True,1.0,0.0,0.8920544482767581,False,0.7109525116662092,7.762087348130012,41,1.3534587621688843,2.1213203435596424,12.675065319308603,12.674985435651678,12.670480207809323
47,True,1.0,0.0,0.8953053917735814,False,0.7109525116662092,7.762087348130012,41,1.4034152030944824,2.1213203435596424,12.627994367543662,12.626164316476178,12.605709595059167
48,True,1.0,0.0,0.8921823751181364,False,0.7109525116662092,7.762087348130012,41,1.4247825145721436,1.5811388300841898,12.590927481293052,12.591116622727814,12.589654956386601
49,True,1.0,0.0,0.888235692679882,False,0.7109525116662092,8.077747210701755,41,1.3878148794174194,2.1213203435596424,12.564185755333215,12.563734342855689,12.56291665698441
50,True,1.0,0.0,0.8912012074142693,False,0.7109525116662092,8.077747210701755,41,1.3787959814071655,1.5811388300841898,12.539277326962921,12.538062816005194,12.528744332700608
51,True,1.0,0.0,0.865162944048643,False,0.5947660586835845,8.139410298049853,41,1.3601164817810059,0.7071067811865476,12.496721125931952,12.497324140649427,12.484831579882284
52,True,1.0,0.0,0.845835941388341,False,0.5947660586835845,9.340770846134703,41,1.5928324460983276,0.7071067811865476,12.460362853709576,12.46064706998047,12.461818374871063
53,True,1.0,0.0,0.8503345116972922,False,0.5947660586835845,9.340770846134703,41,1.5809587240219116,1.4142135623730951,12.446281976636495,12.446375568767564,12.436589586586981
54,True,1.0,0.0,0.8424146831035613,False,0.5947660586835845,9.340770846134703,41,1.3949342966079712,0.7071067811865476,12.387578850815537,12.385015022880449,12.336040528827397
55,True,1.0,0.0,0.8366637974977493,False,0.5947660586835845,8.381527307120106,41,1.295559287071228,1.5811388300841898,12.190694771565882,12.1916944793379,12.145485302974887
56,True,1.0,0.0,0.8290605399221731,False,0.5947660586835845,9.656603957913983,41,1.1245545148849487,1.5811388300841898,12.083160135996241,12.080591841335515,12.035293097429179
57,True,1.0,0.0,0.8400458745658397,False,0.5947660586835845,9.656603957913983,41,1.2057799100875854,0.7071067811865476,11.974732519259721,11.975214701738278,11.334132560445067
58,True,1.0,0.0,0.8583819568157196,False,0.5947660586835845,10.062305898749054,41,1.6825374364852905,2.1213203435596424,11.250283016342761,11.246943640261449,11.246865817626636
59,True,1.0,0.0,0.8693235702812672,False,0.5947660586835845,9.656603957913983,41,1.811445713043213,1.5811388300841898,11.218511216616513,11.218468740721585,11.204273608733942
60,True,1.0,0.0,0.8731279604136943,False,0.5947660586835845,10.062305898749054,41,1.6632522344589233,2.1213203435596424,11.183979567818671,11.183923110533167,11.17198272654384
61,True,1.0,0.0,0.8841189980506896,False,0.5947660586835845,9.17877987534291,41,1.9342100620269775,1.5811388300841898,11.176996400166702,11.17772899318368,11.165773606573145
62,True,1.0,0.0,0.8906622756272554,False,0.5947660586835845,9.7082439194738,41,1.7803776264190674,2.1213203435596424,11.091862961745974,11.088009038942188,10.88929235806531
63,True,1.0,0.0,0.8893873322755098,False,0.5947660586835845,10.307764064044152,41,1.6330416202545166,1.5811388300841898,10.799720991799136,10.79763591290275,10.759365696629978
64,True,1.0,0.0,0.8926033716648816,False,0.5947660586835845,10.307764064044152,41,1.6548805236816406,0.7071067811865476,10.693415729976987,10.692338258003273,10.640979501057588
65,True,1.0,0.0,0.8860862895846366,False,0.5947660586835845,10.307764064044152,41,1.3987321853637695,0.7071067811865476,10.597804173694508,10.595740662357917,10.544696553428157
66,True,1.0,0.0,0.8926817771047353,False,0.5947660586835845,10.965856099730654,41,1.6732940673828125,1.5811388300841898,10.34808812604485,10.347709633859182,10.244535788708953
67,True,1.0,0.0,0.8986265007406472,False,0.5947660586835845,10.965856099730654,41,1.4707794189453125,0.7071067811865476,9.771066886285926,9.76722107583619,9.704795619059158
68,True,1.0,0.0,0.9021642245352268,False,0.5947660586835845,11.672617529928752,41,1.2167692184448242,1.5811388300841898,9.629879074175149,9.627773430569249,9.603852936722888
69,True,1.0,0.0,0.9031086195260285,False,0.5947660586835845,11.672617529928752,41,1.5187288522720337,0.7071067811865476,9.57005682340735,9.570053135546466,9.535561725239106
70,True,1.0,0.0,0.8854723523836772,False,0.5947660586835845,12.419742348374221,41,1.65869140625,1.5811388300841898,9.499802665983482,9.495603686159845,9.460928513659058
71,True,1.0,0.0,0.8708148313083799,False,0.5947660586835845,12.419742348374221,41,1.584607481956482,0.7071067811865476,9.432961495159704,9.431507500780587,9.372892320629825
72,True,1.0,0.0,0.8718337357044219,False,0.5947660586835845,11.800423721205947,41,1.9393757581710815,2.1213203435596424,9.325879453411487,9.325036503947654,9.296351535466147
73,True,1.0,0.0,0.8631097584962845,False,0.5947660586835845,11.236102527122116,41,1.9515691995620728,2.1213203435596424,9.270787655389809,9.270398043078973,9.252476728337001
74,True,1.0,0.0,0.856889121979475,False,0.5947660586835845,10.404326023342406,41,1.9720677137374878,1.5811388300841898,9.215941489829746,9.216411006748038,9.208821421657104
75,True,0.8092225889255592,1.118033988749895,0.840725442915581,False,0.4812981298129813,9.924716620639604,41,1.975003719329834,0.5,9.191686296593442,9.192283966201007,9.190459755511565
76,True,1.0,0.0,0.8552924767136574,False,0.4812981298129813,9.924716620639604,41,2.059293270111084,1.0,9.191626806796293,9.191681134431677,9.190394298771297
77,True,1.0,0.0,0.8613901741802692,False,0.4812981298129813,9.924716620639604,41,1.8384370803833008,0.7071067811865476,9.202192882567328,9.202690172233735,9.20799149304232
78,True,1.0,0.0,0.8610311962664128,False,0.4812981298129813,9.192388155425117,41,2.042942762374878,1.4142135623730951,9.205068207332587,9.205002658138186,9.205641604918254
79,True,1.0,0.0,0.852102733596633,False,0.4812981298129813,9.300537618869138,41,2.1285147666931152,2.1213203435596424,9.205864887746719,9.20605616218703,9.202957539123918
80,True,1.0,0.0,0.8733990892767906,False,0.4812981298129813,8.514693182963201,41,1.8644509315490723,0.7071067811865476,9.198474682437372,9.199381532572321,9.19450821219279
81,True,1.0,0.0,0.8798543713986873,False,0.4812981298129813,8.514693182963201,41,2.0450758934020996,1.5811388300841898,9.186296602323102,9.186238352434652,9.1823204825715
82,True,1.0,0.0,0.8775874160230159,False,0.4812981298129813,8.514693182963201,41,2.0842552185058594,1.5811388300841898,9.1783112985685,9.17806384612805,9.16231429072807
83,True,1.0,0.0,0.8709522662964182,False,0.4812981298129813,8.74642784226795,41,1.8581786155700684,2.1213203435596424,9.145526008723346,9.14488062727955,9.135682008138803
84,True,1.0,0.0,0.8873126335442065,False,0.4812981298129813,7.905694150420948,41,2.0710411071777344,1.5811388300841898,9.141575232820953,9.143215673943173,9.159069218749401
85,True,1.0,0.0,0.8831745751202107,False,0.4812981298129813,7.905694150420948,41,2.3290863037109375,0.7071067811865476,9.214393127782834,9.21338404849283,9.217431842292612
86,True,1.0,0.0,0.8834749385714531,False,0.4812981298129813,7.3824115301167,41,2.041522741317749,2.1213203435596424,9.186798386981605,9.187339264627063,9.160136707496125
87,True,1.0,0.0,0.8733872212469578,False,0.4812981298129813,7.3824115301167,41,2.11702036857605,1.5811388300841898,9.149549847912732,9.147446661826736,9.533715508210905
88,True,1.0,0.0,0.8597382396459579,False,0.4812981298129813,6.96419413859206,41,2.335042715072632,2.1213203435596424,9.545117987631116,9.54648811551396,9.527690040048777
89,True,1.0,0.0,0.8325860326428287,False,0.4812981298129813,7.3824115301167,41,2.419189453125,1.5811388300841898,9.475557251906821,9.471539904737218,9.455856559604348
90,True,1.0,0.0,0.8224560531951534,False,0.4812981298129813,6.96419413859206,41,2.3666293621063232,2.1213203435596424,9.390622915235015,9.389458786507538,9.032393210485683
91,True,1.0,0.0,0.8192609463732166,False,0.4812981298129813,6.670832032063167,41,2.4799647331237793,2.1213203435596424,8.897558957695777,8.895668157664751,8.873685308060159
92,True,1.0,0.0,0.8200560710324444,False,0.4812981298129813,6.519202405202649,41,2.3696818351745605,2.1213203435596424,8.856174725258871,8.858866735493674,8.940142839039314
93,True,1.0,0.0,0.8440841935575008,False,0.4812981298129813,6.519202405202649,41,2.4277913570404053,2.1213203435596424,8.96917909596335,8.970447085441704,8.93158760975488
94,True,1.0,0.0,0.8402075550291133,False,0.4812981298129813,6.519202405202649,41,2.5012831687927246,1.5811388300841898,8.908823647511982,8.909328427306496,8.926687791176077
95,True,1.0,0.0,0.8481983119864787,False,0.4812981298129813,6.519202405202649,41,2.7649805545806885,1.5811388300841898,8.91815894715572,8.920323999656487,8.928164989800813
96,True,0.7977766400936152,1.5,0.8443138442933558,False,0.38396840488554085,6.576473218982953,41,2.763211965560913,0.5,9.025187945778653,9.025452904471889,9.106019680673018
97,True,1.0,0.0,0.8722648076713084,False,0.38396840488554085,5.852349955359813,41,2.6065282821655273,0.7071067811865476,9.45526125702039,9.458046450754013,9.484115363728762
98,True,1.0,0.0,0.885328734666109,False,0.38396840488554085,5.852349955359813,41,2.689927101135254,1.4142135623730951,9.516638434633192,9.516130658900476,9.520586001485775
99,True,1.0,0.0,0.8989578537642955,False,0.38396840488554085,5.852349955359813,41,2.737513303756714,1.4142135623730951,9.50878727603002,9.508082952369667,9.506535418614309
100,True,1.0,0.0,0.8872797035812945,False,0.38396840488554085,6.264982043070834,41,2.8483870029449463,0.7071067811865476,9.490676142263196,9.494069853330599,9.506362457555797
101,True,1.0,0.0,0.8992873158305883,False,0.38396840488554085,6.800735254367722,41,3.0648295879364014,2.1213203435596424,9.511580976336122,9.51173792054955,9.555131776616516
102,True,1.0,0.0,0.9025939378887413,False,0.38396840488554085,6.800735254367722,41,3.2721235752105713,2.1213203435596424,9.57277082774769,9.572222048741581,9.587314449013366
103,True,1.0,0.0,0.9030381474643945,False,0.38396840488554085,6.800735254367722,41,3.1882688999176025,2.1213203435596424,9.578931332115214,9.578581143134063,9.57509886918998
104,True,1.0,0.0,0.8879401846819301,False,0.38396840488554085,5.852349955359813,41,3.2836925983428955,1.5811388300841898,9.580417497873277,9.576489207228075,9.537131734218404
105,True,1.0,0.0,0.8980027422308922,False,0.38396840488554085,6.576473218982953,41,3.3715994358062744,2.1213203435596424,9.498371479828574,9.496307914615379,9.473266638901224
106,True,1.0,0.0,0.8956274829804898,False,0.38396840488554085,6.576473218982953,41,3.3724820613861084,1.5811388300841898,9.41617812395861,9.415769177130798,9.371985954670945
107,True,1.0,0.0,0.8819419604378764,False,0.38396840488554085,7.5,41,3.358945608139038,2.1213203435596424,9.266554883697008,9.266516002364185,9.263540670482268
108,True,1.0,0.0,0.8893485538661479,False,0.38396840488554085,7.566372975210778,41,3.2926926612854004,1.5811388300841898,9.21472143897402,9.21433381349985,9.190556893590236
109,True,1.0,0.0,0.8869118720293044,False,0.38396840488554085,8.73212459828649,41,3.326758861541748,2.1213203435596424,8.95419726717973,8.953068241004782,8.869637832729092
110,True,1.0,0.0,0.8682798452422592,False,0.38396840488554085,8.73212459828649,41,3.3761184215545654,0.7071067811865476,8.794931765075487,8.792415896512061,8.779698597343648
111,True,1.0,0.0,0.8715364292263985,False,0.38396840488554085,9.962429422585638,41,3.2089877128601074,2.1213203435596424,8.763817315188804,8.762840191926133,8.759369073719677
112,True,1.0,0.0,0.8449146403545349,False,0.38396840488554085,9.962429422585638,41,3.225586414337158,0.7071067811865476,8.757725620722491,8.757015584885078,8.750447307556927
113,True,1.0,0.0,0.8629342399537563,False,0.30864197530864196,9.219544457292887,41,3.175323247909546,0.5,8.72684770503392,8.726799682686785,8.682689587804198
114,True,1.0,0.0,0.8664078578352927,False,0.30864197530864196,10.44030650891055,41,3.555028200149536,1.4142135623730951,8.638885824788911,8.637198680076278,8.577305657942246
115,True,1.0,0.0,0.8722440332174302,False,0.30864197530864196,9.486832980505138,41,3.9234113693237305,1.4142135623730951,8.51652647931921,8.510706101041118,8.490731045482873
116,True,1.0,0.0,0.8610412381883054,False,0.30864197530864196,9.219544457292887,41,3.8067734241485596,0.7071067811865476,8.468010771265478,8.466547998588272,8.453644348086003
117,True,1.0,0.0,0.8749768003821372,False,0.30864197530864196,9.486832980505138,41,3.9835119247436523,2.1213203435596424,8.439745434626492,8.441243790539469,8.407550695164911
118,True,1.0,0.0,0.8821079850196838,False,0.30864197530864196,9.486832980505138,41,3.81347918510437,2.1213203435596424,8.390563190297799,8.388808798555743,8.368934333644265
119,True,1.0,0.0,0.8748920862505246,False,0.30864197530864196,9.848857801796104,41,3.7600483894348145,2.1213203435596424,8.40164963668714,8.403807918654335,8.411642611401271
120,True,1.0,0.0,0.8855174340307712,False,0.30864197530864196,9.433981132056603,41,3.747676372528076,1.5811388300841898,8.454721211059654,8.454840547694513,8.764805964543816
121,True,1.0,0.0,0.8856375992298127,False,0.30864197530864196,9.433981132056603,41,4.264790058135986,1.5811388300841898,8.883304909225991,8.884631834001205,8.914145303763519
122,True,1.0,0.0,0.8664104751927479,False,0.30864197530864196,10.816653826391969,41,4.210971355438232,2.1213203435596424,8.978034342973839,8.977473500847912,9.03168472967482
123,True,1.0,0.0,0.8621465692765325,False,0.30864197530864196,10.816653826391969,41,4.232611656188965,2.1213203435596424,9.062345881121,9.06313595666302,9.129637661243637
124,True,1.0,0.0,0.8640046767890452,False,0.30864197530864196,10.0,41,4.184295177459717,0.7071067811865476,9.192703188766005,9.192757179830053,9.135267967313407
125,True,1.0,0.0,0.8605065181851386,False,0.30864197530864196,11.40175425099138,41,3.9865565299987793,2.1213203435596424,9.094632033652623,9.095086861181004,9.072961124178475
126,True,1.0,0.0,0.8453370596051891,False,0.30864197530864196,11.40175425099138,41,4.0035929679870605,1.5811388300841898,9.048386928634274,9.04840535016194,9.017223347457817
127,True,1.0,0.0,0.8601625382900238,False,0.30864197530864196,12.041594578792296,41,4.22588586807251,1.5811388300841898,9.075123760139187,9.075099969757224,9.100637120436621
128,True,1.0,0.0,0.8438981181621823,False,0.30864197530864196,12.041594578792296,41,4.1611480712890625,0.7071067811865476,9.086464755061996,9.087749608084483,9.068195207453428
129,True,1.0,0.0,0.8630561009049416,False,0.25,10.307764064044152,41,4.144269943237305,1.0,9.091845021968163,9.092132627465077,9.108950908422097
130,True,1.0,0.0,0.8653801657259463,False,0.25,10.307764064044152,41,4.460011959075928,1.0,9.15417193371306,9.151968900273534,9.164045113371907
131,True,1.0,0.0,0.8661293603479862,False,0.25,10.307764064044152,41,4.1881794929504395,1.0,9.189773535100171,9.190912133312251,9.207185026325025
132,True,1.0,0.0,0.8655787639319896,False,0.25,10.965856099730654,41,4.399693489074707,1.5811388300841898,9.231011483753356,9.23236335312275,9.224699614009227
133,True,1.0,0.0,0.8614439912140369,False,0.25,12.379418403139947,41,4.629223823547363,2.1213203435596424,9.23830164448144,9.23696463063441,8.977281194479602
134,True,1.0,0.0,0.8579152822494507,False,0.25,13.0862523283024,41,4.661462306976318,2.1213203435596424,8.886656802941177,8.889259385318159,8.863630606505888
135,True,1.0,0.0,0.8569470070302485,False,0.25,14.5,41,4.719329833984375,2.1213203435596424,8.823516975796359,8.823302341483458,8.827127764436453
136,True,1.0,0.0,0.8467503508800662,False,0.25,15.913830462839549,41,4.6459879875183105,2.1213203435596424,8.831966319031139,8.829979410465556,8.797980549785978
137,True,1.0,0.0,0.8497723171886871,False,0.25,16.650825805346713,41,5.222909927368164,2.1213203435596424,8.880732211330546,8.877537806008892,8.82777139218792
138,True,1.0,0.0,0.8443706942905308,False,0.25,16.650825805346713,41,4.932976722717285,2.1213203435596424,8.801229942546748,8.799571713350812,8.772133522736766
139,True,1.0,0.0,0.8322239799174438,False,0.25,17.414074767267998,41,4.987841606140137,1.5811388300841898,8.965225569200683,8.965170089176569,9.049305367434672
140,True,1.0,0.0,0.8301639354187292,False,0.25,18.200274723201296,41,5.0611772537231445,2.1213203435596424,9.142279002548822,9.145004564116316,9.166880656036474
141,True,1.0,0.0,0.8216887648237197,False,0.25,16.224980739587952,41,5.080341815948486,0.7071067811865476,9.200436219178746,9.201015270695068,9.211918103285596
142,True,1.0,0.0,0.7783119469881057,False,0.25,14.396180048887969,38,4.9667840003967285,0.7071067811865476,9.220908059739461,9.217008829311498,9.227607471984115
143,True,0.14998016135431821,50.635955604688654,0.7097651515079004,False,0.36303392638478715,27.060118255469618,38,5.084839820861816,30.03747659175118,9.270516928661168,9.27023654978827,9.328749566822026
144,True,0.0,112.69538588602464,0.7338108362974496,False,0.055026304564197354,95.44108130150245,36,5.0620245933532715,110.59159100040111,9.412076227148459,9.413703066347153,9.499593979120476
145,True,0.0,114.68325945838826,0.7477268525760983,False,0.05074345055463771,97.082439194738,36,5.262302398681641,114.31644676073518,9.604271980175081,9.61274688688034,9.657247651083697
146,True,0.0,117.77627095472161,0.7457292881804076,False,0.045364891518737675,99.29753269845128,36,5.187484264373779,118.70657100598939,9.754916001139978,9.757408464836361,9.8338185720201
147,True,0.6118518518518519,9.899494936611665,0.7529117972057835,False,0.12095417202811046,55.886044769691836,36,5.36482572555542,7.0710678118654755,9.922029523567035,9.922964306972922,10.000469048665932
148,True,1.0,0.0,0.7421410323657591,False,0.09047792776358993,55.536024344563955,36,5.2766947746276855,5.522680508593631,10.087072307531077,10.09110317914779,10.143222871589218
149,True,1.0,0.0,0.7242671874055939,False,0.0841494377947044,56.923193866823745,34,5.1500091552734375,4.0,10.187989779031962,10.189707878221785,10.203097908257508
